Name,Price,Stars,Score,Spoken Language,Reviews,Location,Floors,Rooms,Resturents,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Elevator,Hair Dryer,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score
Baan Haad Ngam Boutique Resort & Villa (SHA Plus+),189,4 star,"8.3
Excellent
1,665 reviews","English, Chinese [Cantonese], Chinese [Mandarin], Thai","1,665 reviews","154 Moo 2, Chaweng Beach, Bophut, Chaweng, Koh Samui, Thailand, 84320",3,58,1,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,4,8.6,8.1,8.1,8.5,8.7
Dara Samui Beach Resort on Chaweng Beach - Adults Only (SHA Extra Plus),JMI,4 star,,"English, Chinese [Mandarin], Filipino, Malay, Thai","1,823 reviews","162/2 Moo 2, Chaweng Beach Road, Bo Phut , Chaweng, Koh Samui, Thailand, 84320",3,70,2,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,16,8.1,7.6,8.7,8.2,8.3
White Whale Beachfront Poolvilla,699,3 star,"9.1
Exceptional
175 reviews","English, Thai",175 reviews,"56/24, Bang Por, Koh Samui, Thailand, 84330",1,220,11,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,0,9.5,8.9,8.9,9.7,9.2
Nora Buri Resort & Spa (SHA Extra Plus),341,5 star,"8.5
Excellent
3,018 reviews","English, Chinese [Mandarin], Filipino, Thai","3,018 reviews","111 Moo 5, Chaweng Beach, Chaweng, Koh Samui, Thailand, 84320",,,,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,6,8.9,8.7,8.0,8.6,8.9
SALA Samui Chaweng Beach Resort (SHA Extra Plus),774,5 star,"9.3
Exceptional
1,631 reviews","English, Chinese [Mandarin], Dutch, Hindi, Thai","1,631 reviews","100 Moo 2, Chaweng, Koh Samui, Thailand, 84320",2,220,134,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,0,9.5,9.4,9.5,9.4,9.0
Lipa Bay Resort,JMI,3.5 star,"8.2
Excellent
961 reviews","English, Thai",961 reviews,"79/4 Moo 2 Lipanoi Koh Samui Surattani 84140, Nathon, Koh Samui, Thailand, 84140",16,,2013,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,0,8.6,7.7,7.6,8.7,8.7
Hansar Samui Resort (SHA Extra Plus),368,5 star,"9.0
Exceptional
4,093 reviews","English, Chinese [Mandarin], Thai","4,093 reviews","101/28 Moo1, Surat Thani, Bo Phut, Koh Samui, Thailand, 84320",3,74,1,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,11,9.2,8.9,9.3,9.0,9.2
Chaweng Garden Beach Resort (SHA Extra Plus),229,3.5 star,"8.6
Excellent
2,846 reviews","English, Chinese [Mandarin], Italian, Thai","2,846 reviews","162/8 M00 2, Tambon Bophut, Chaweng, Koh Samui, Thailand, 84320",2,146,1,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,6,8.4,8.2,9.3,8.0,8.6
Synergy Samui (SHA Plus+),296,4 star,"8.4
Excellent
425 reviews","English, Filipino, Thai",425 reviews,"155/3 Moo 2 Chaweng Beach, Bophut, Chaweng, Koh Samui, Thailand, 84320",,,,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,0,8.6,8.2,9.0,8.4,8.5
Montien House Hotel (SHA Plus+),106,3 star,"8.2
Excellent
3,483 reviews","English, Chinese [Mandarin], Thai","3,483 reviews","5 Moo 2, Chaweng Beach, Chaweng, Koh Samui, Thailand, 84320",,,,False,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,0,False,False,False,False,False
